Capped Head To Left|Half Eagle|1819|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1820|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1821|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1822|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1823|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1824|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1825|Philadelphia|Large Diameter|5 Over Partial 4|8.75000
Capped Head To Left|Half Eagle|1825|Philadelphia|Large Diameter|5 Over 4|8.75000
Capped Head To Left|Half Eagle|1826|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1827|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1828|Philadelphia|Large Diameter|8 Over 7|8.75000
Capped Head To Left|Half Eagle|1828|Philadelphia|Large Diameter||8.75000
Capped Head To Left|Half Eagle|1829|Philadelphia|Large Diameter|Large Date|8.75000
Capped Head To Left|Half Eagle|1829|Philadelphia|Reduced Diameter|Small Date|8.75000
Capped Head To Left|Half Eagle|1830|Philadelphia|Reduced Diameter||8.75000
Capped Head To Left|Half Eagle|1831|Philadelphia|Reduced Diameter||8.75000
Capped Head To Left|Half Eagle|1832|Philadelphia|Reduced Diameter|Curved-Base 2 - 12 Stars|8.75000
Capped Head To Left|Half Eagle|1832|Philadelphia|Reduced Diameter|Square-Base 2 - 13 Stars|8.75000
Capped Head To Left|Half Eagle|1833|Philadelphia|Reduced Diameter||8.75000
Capped Head To Left|Half Eagle|1834|Philadelphia|Reduced Diameter||8.75000
Classic Head|Half Eagle|1834|Philadelphia|||8.36000
Classic Head|Half Eagle|1835|Philadelphia|||8.36000
Classic Head|Half Eagle|1836|Philadelphia|||8.36000
Classic Head|Half Eagle|1837|Philadelphia|||8.36000
Classic Head|Half Eagle|1838|Philadelphia|||8.36000
Classic Head|Half Eagle|1838|Charlotte|||8.36000
Classic Head|Half Eagle|1838|Dahlonega|||8.36000
Liberty Head|Half Eagle|1839|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1839|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1839|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1840|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1840|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1840|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1840|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1841|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1841|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1841|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1842|Philadelphia|Variety 1 - No Motto Above Eagle|Small Letters|8.36000
Liberty Head|Half Eagle|1842|Philadelphia|Variety 1 - No Motto Above Eagle|Large Letters|8.36000
Liberty Head|Half Eagle|1842|Charlotte|Variety 1 - No Motto Above Eagle|Small Date|8.36000
Liberty Head|Half Eagle|1842|Charlotte|Variety 1 - No Motto Above Eagle|Large Date|8.36000
Liberty Head|Half Eagle|1842|Dahlonega|Variety 1 - No Motto Above Eagle|Small Date|8.36000
Liberty Head|Half Eagle|1842|Dahlonega|Variety 1 - No Motto Above Eagle|Large Date|8.36000
Liberty Head|Half Eagle|1842|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1843|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1843|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1843|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1843|New Orleans|Variety 1 - No Motto Above Eagle|Small Letters|8.36000
Liberty Head|Half Eagle|1843|New Orleans|Variety 1 - No Motto Above Eagle|Large Letters|8.36000
Liberty Head|Half Eagle|1844|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1844|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1844|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1844|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1845|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1845|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1845|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1846|Philadelphia|Variety 1 - No Motto Above Eagle|Small Date|8.36000
Liberty Head|Half Eagle|1846|Philadelphia|Variety 1 - No Motto Above Eagle|Large Date|8.36000
Liberty Head|Half Eagle|1846|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1846|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1846|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1847|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1847|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1847|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1847|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1848|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1848|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1848|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1849|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1849|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1849|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1850|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1850|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1850|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1851|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1851|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1851|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1851|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1852|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1852|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1852|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1853|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1853|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1853|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1854|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
