coin	denomination	year	mint	yearGrouping	mintGrouping	metal	percentage
Morgan	Silver and Related Dollar	1899	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1900	Philadelphia			Silver	90.00000
Morgan	Silver and Related Dollar	1900	Philadelphia			Copper	10.00000
Morgan	Silver and Related Dollar	1900	New Orleans			Silver	90.00000
Morgan	Silver and Related Dollar	1900	New Orleans			Copper	10.00000
Morgan	Silver and Related Dollar	1900	San Francisco			Silver	90.00000
Morgan	Silver and Related Dollar	1900	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1901	Philadelphia			Silver	90.00000
Morgan	Silver and Related Dollar	1901	Philadelphia			Copper	10.00000
Morgan	Silver and Related Dollar	1901	New Orleans			Silver	90.00000
Morgan	Silver and Related Dollar	1901	New Orleans			Copper	10.00000
Morgan	Silver and Related Dollar	1901	San Francisco			Silver	90.00000
Morgan	Silver and Related Dollar	1901	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1902	Philadelphia			Silver	90.00000
Morgan	Silver and Related Dollar	1902	Philadelphia			Copper	10.00000
Morgan	Silver and Related Dollar	1902	New Orleans			Silver	90.00000
Morgan	Silver and Related Dollar	1902	New Orleans			Copper	10.00000
Morgan	Silver and Related Dollar	1902	San Francisco			Silver	90.00000
Morgan	Silver and Related Dollar	1902	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1903	Philadelphia			Silver	90.00000
Morgan	Silver and Related Dollar	1903	Philadelphia			Copper	10.00000
Morgan	Silver and Related Dollar	1903	New Orleans			Silver	90.00000
Morgan	Silver and Related Dollar	1903	New Orleans			Copper	10.00000
Morgan	Silver and Related Dollar	1903	San Francisco			Silver	90.00000
Morgan	Silver and Related Dollar	1903	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1904	Philadelphia			Silver	90.00000
Morgan	Silver and Related Dollar	1904	Philadelphia			Copper	10.00000
Morgan	Silver and Related Dollar	1904	New Orleans			Silver	90.00000
Morgan	Silver and Related Dollar	1904	New Orleans			Copper	10.00000
Morgan	Silver and Related Dollar	1904	San Francisco			Silver	90.00000
Morgan	Silver and Related Dollar	1904	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1921	Philadelphia			Silver	90.00000
Morgan	Silver and Related Dollar	1921	Philadelphia			Copper	10.00000
Morgan	Silver and Related Dollar	1921	Denver			Silver	90.00000
Morgan	Silver and Related Dollar	1921	Denver			Copper	10.00000
Morgan	Silver and Related Dollar	1921	San Francisco			Copper	10.00000
Morgan	Silver and Related Dollar	1921	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1921	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1921	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1922	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1922	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1922	Denver			Silver	90.00000
Peace	Silver and Related Dollar	1922	Denver			Copper	10.00000
Peace	Silver and Related Dollar	1922	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1922	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1923	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1923	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1923	Denver			Copper	10.00000
Peace	Silver and Related Dollar	1923	Denver			Silver	90.00000
Peace	Silver and Related Dollar	1923	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1923	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1924	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1924	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1924	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1924	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1925	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1925	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1925	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1925	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1926	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1926	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1926	Denver			Silver	90.00000
Peace	Silver and Related Dollar	1926	Denver			Copper	10.00000
Peace	Silver and Related Dollar	1926	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1926	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1927	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1927	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1927	Denver			Silver	90.00000
Peace	Silver and Related Dollar	1927	Denver			Copper	10.00000
Peace	Silver and Related Dollar	1927	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1927	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1928	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1928	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1928	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1928	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1934	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1934	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1934	Denver			Silver	90.00000
Peace	Silver and Related Dollar	1934	Denver			Copper	10.00000
Peace	Silver and Related Dollar	1934	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1934	San Francisco			Copper	10.00000
Peace	Silver and Related Dollar	1935	Philadelphia			Copper	10.00000
Peace	Silver and Related Dollar	1935	Philadelphia			Silver	90.00000
Peace	Silver and Related Dollar	1935	San Francisco			Silver	90.00000
Peace	Silver and Related Dollar	1935	San Francisco			Copper	10.00000
Eisenhower	Silver and Related Dollar	1971	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1971	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1971	Denver	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1971	Denver	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1971	San Francisco	Eagle Reverse	Silver Clad	Copper	60.00000
Eisenhower	Silver and Related Dollar	1971	San Francisco	Eagle Reverse	Silver Clad	Silver	40.00000
Eisenhower	Silver and Related Dollar	1972	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1972	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1972	Denver	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1972	Denver	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1972	San Francisco	Eagle Reverse	Silver Clad	Silver	40.00000
Eisenhower	Silver and Related Dollar	1972	San Francisco	Eagle Reverse	Silver Clad	Copper	60.00000
Eisenhower	Silver and Related Dollar	1973	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1973	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1973	Denver	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1973	Denver	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1973	San Francisco	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1973	San Francisco	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1973	San Francisco	Eagle Reverse	Silver Clad	Silver	40.00000
Eisenhower	Silver and Related Dollar	1973	San Francisco	Eagle Reverse	Silver Clad	Copper	60.00000
Eisenhower	Silver and Related Dollar	1974	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1974	Philadelphia	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1974	Denver	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1974	Denver	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1974	San Francisco	Eagle Reverse	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1974	San Francisco	Eagle Reverse	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1974	San Francisco	Eagle Reverse	Silver Clad	Silver	40.00000
Eisenhower	Silver and Related Dollar	1974	San Francisco	Eagle Reverse	Silver Clad	Copper	60.00000
Eisenhower	Silver and Related Dollar	1976	Philadelphia	Bicentennial	Copper-Nickel Clad - Variety 2	Copper	91.67000
Eisenhower	Silver and Related Dollar	1976	Philadelphia	Bicentennial	Copper-Nickel Clad - Variety 2	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1976	Philadelphia	Bicentennial	Copper-Nickel Clad - Variety 1	Copper	91.67000
Eisenhower	Silver and Related Dollar	1976	Philadelphia	Bicentennial	Copper-Nickel Clad - Variety 1	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1976	Denver	Bicentennial	Copper-Nickel Clad - Variety 2	Copper	91.67000
Eisenhower	Silver and Related Dollar	1976	Denver	Bicentennial	Copper-Nickel Clad - Variety 2	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1976	Denver	Bicentennial	Copper-Nickel Clad - Variety 1	Copper	91.67000
Eisenhower	Silver and Related Dollar	1976	Denver	Bicentennial	Copper-Nickel Clad - Variety 1	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Copper-Nickel Clad - Variety 1	Copper	91.67000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Copper-Nickel Clad - Variety 1	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Silver Clad - Variety 1	Silver	40.00000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Silver Clad - Variety 1	Copper	60.00000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Silver Clad - Variety 2	Silver	40.00000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Silver Clad - Variety 2	Copper	60.00000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Copper-Nickel Clad - Variety 2	Copper	91.67000
Eisenhower	Silver and Related Dollar	1976	San Francisco	Bicentennial	Copper-Nickel Clad - Variety 2	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1977	Philadelphia	Eagle Reverse Resumed	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1977	Philadelphia	Eagle Reverse Resumed	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1977	Denver	Eagle Reverse Resumed	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1977	Denver	Eagle Reverse Resumed	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1977	San Francisco	Eagle Reverse Resumed	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1977	San Francisco	Eagle Reverse Resumed	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1978	Philadelphia	Eagle Reverse Resumed	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1978	Philadelphia	Eagle Reverse Resumed	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1978	Denver	Eagle Reverse Resumed	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1978	Denver	Eagle Reverse Resumed	Copper-Nickel Clad	Nickel	8.33000
Eisenhower	Silver and Related Dollar	1978	San Francisco	Eagle Reverse Resumed	Copper-Nickel Clad	Copper	91.67000
Eisenhower	Silver and Related Dollar	1978	San Francisco	Eagle Reverse Resumed	Copper-Nickel Clad	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1979	Philadelphia		Wide Rim	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1979	Philadelphia		Wide Rim	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1979	Philadelphia		Narrow Rim	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1979	Philadelphia		Narrow Rim	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1979	Denver			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1979	Denver			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1979	San Francisco			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1979	San Francisco		Proof - Type 1	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1979	San Francisco			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1979	San Francisco		Proof - Type 1	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1979	San Francisco		Proof - Type 2	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1979	San Francisco		Proof - Type 2	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1980	Philadelphia			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1980	Philadelphia			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1980	Denver			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1980	Denver			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1980	San Francisco			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1980	San Francisco			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1980	San Francisco		Proof	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1980	San Francisco		Proof	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1981	Philadelphia			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1981	Philadelphia			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1981	Denver			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1981	Denver			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1981	San Francisco			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1981	San Francisco			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1981	San Francisco		Proof - Type 1	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1981	San Francisco		Proof - Type 1	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1981	San Francisco		Proof - Type 2	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1981	San Francisco		Proof - Type 2	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1999	Philadelphia			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1999	Philadelphia			Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1999	Philadelphia		Proof	Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1999	Philadelphia		Proof	Nickel	8.33000
Susan B. Anthony	Silver and Related Dollar	1999	Denver			Copper	91.67000
Susan B. Anthony	Silver and Related Dollar	1999	Denver			Nickel	8.33000
Sacagawea	Silver and Related Dollar	2000	Philadelphia			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2000	Philadelphia			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2000	Philadelphia			Copper	88.50000
Sacagawea	Silver and Related Dollar	2000	Philadelphia			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2000	Denver			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2000	Denver			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2000	Denver			Copper	88.50000
Sacagawea	Silver and Related Dollar	2000	Denver			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2000	San Francisco			Copper	88.50000
Sacagawea	Silver and Related Dollar	2000	San Francisco			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2000	San Francisco			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2000	San Francisco			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2001	Philadelphia			Copper	88.50000
Sacagawea	Silver and Related Dollar	2001	Philadelphia			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2001	Philadelphia			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2001	Philadelphia			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2001	Denver			Copper	88.50000
Sacagawea	Silver and Related Dollar	2001	Denver			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2001	Denver			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2001	Denver			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2001	San Francisco			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2001	San Francisco			Copper	88.50000
Sacagawea	Silver and Related Dollar	2001	San Francisco			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2001	San Francisco			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2002	Philadelphia			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2002	Philadelphia			Copper	88.50000
Sacagawea	Silver and Related Dollar	2002	Philadelphia			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2002	Philadelphia			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2002	Denver			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2002	Denver			Copper	88.50000
Sacagawea	Silver and Related Dollar	2002	Denver			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2002	Denver			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2002	San Francisco			Copper	88.50000
Sacagawea	Silver and Related Dollar	2002	San Francisco			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2002	San Francisco			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2002	San Francisco			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2003	Philadelphia			Copper	88.50000
Sacagawea	Silver and Related Dollar	2003	Philadelphia			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2003	Philadelphia			Manganese	3.50000
Sacagawea	Silver and Related Dollar	2003	Philadelphia			Zinc	6.00000
Sacagawea	Silver and Related Dollar	2003	Denver			Copper	88.50000
Sacagawea	Silver and Related Dollar	2003	Denver			Nickel	2.00000
Sacagawea	Silver and Related Dollar	2003	Denver			Manganese	3.50000
