name	name	year	additionalInfo	name	symbol	additionalInfo	title	value
Liberty Head	Half Eagle	1876	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	1250.00
Liberty Head	Half Eagle	1876	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	2000.00
Liberty Head	Half Eagle	1876	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	5500.00
Liberty Head	Half Eagle	1876	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	6500.00
Liberty Head	Half Eagle	1876	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	18000.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	950.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	2500.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	7750.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	10000.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	35000.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	650.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	1800.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	2750.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	3250.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	8000.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	15000.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	13500.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	425.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	900.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	1100.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	5500.00
Liberty Head	Half Eagle	1877	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	13000.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	2750.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	5750.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	12500.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	15000.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	55000.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1500.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	20000.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	475.00
Liberty Head	Half Eagle	1878	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	2750.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	600.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	1000.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	2750.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	3500.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	17500.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	425.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1350.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	13000.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	500.00
Liberty Head	Half Eagle	1879	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	2000.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	600.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	675.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	1000.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	2750.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	8500.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	30000.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	425.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	700.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	12000.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1880	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	700.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	650.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	1250.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	5000.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	7500.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	16500.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	50000.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	425.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	675.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	12000.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1881	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	675.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	500.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	600.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	750.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	1000.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	7000.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	30000.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	675.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	11000.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	425.00
Liberty Head	Half Eagle	1882	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	675.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	550.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	875.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	2750.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	3750.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	15000.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1000.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	11000.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	600.00
Liberty Head	Half Eagle	1883	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	1800.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	600.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	850.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	2500.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	3750.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	16500.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1200.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	11000.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1884	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	1100.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	700.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	10000.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1885	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	700.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	675.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	10000.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	750.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	1800.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	4500.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	6500.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	15000.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1886	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	675.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	42500.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1887	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	675.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	500.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1100.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	10000.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	700.00
Liberty Head	Half Eagle	1888	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	2000.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	675.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1800.00
Liberty Head	Half Eagle	1889	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	10000.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	550.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	650.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	750.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	875.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	1300.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	6000.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	450.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	1250.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	3500.00
Liberty Head	Half Eagle	1890	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	10000.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	500.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	600.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	750.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	850.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	1200.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	2500.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	450.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	1200.00
Liberty Head	Half Eagle	1891	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	9500.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	500.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	600.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	750.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	850.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	1250.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	5000.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	New Orleans	O		VF-20	450.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	New Orleans	O		EF-40	650.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	New Orleans	O		AU-50	875.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	New Orleans	O		AU-55	1150.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	New Orleans	O		MS-60	2350.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		VF-20	400.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		EF-40	405.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-50	410.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		AU-55	415.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-60	425.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		MS-63	675.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	Philadelphia	P		PF-63	9500.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	San Francisco	S		VF-20	400.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	San Francisco	S		EF-40	405.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	San Francisco	S		AU-50	410.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	San Francisco	S		AU-55	415.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	San Francisco	S		MS-60	450.00
Liberty Head	Half Eagle	1892	Variety 2 - Motto Above Eagle	San Francisco	S		MS-63	1500.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	Carson City	CC		VF-20	500.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	Carson City	CC		EF-40	550.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	Carson City	CC		AU-50	650.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	Carson City	CC		AU-55	850.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	Carson City	CC		MS-60	1150.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	Carson City	CC		MS-63	5000.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	New Orleans	O		VF-20	400.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	New Orleans	O		EF-40	425.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	New Orleans	O		AU-50	450.00
Liberty Head	Half Eagle	1893	Variety 2 - Motto Above Eagle	New Orleans	O		AU-55	475.00
