Saint-Gaudens|Double Eagle|1916|Arabic Numerals, No Motto|San Francisco|S||796000|0|1|0
Saint-Gaudens|Double Eagle|1920|Arabic Numerals, No Motto|San Francisco|S||558000|0|1|0
Saint-Gaudens|Double Eagle|1920|Arabic Numerals, No Motto|Philadelphia|P||228250|0|1|0
Saint-Gaudens|Double Eagle|1921|Arabic Numerals, No Motto|Philadelphia|P||528500|0|1|0
Saint-Gaudens|Double Eagle|1922|Arabic Numerals, No Motto|Philadelphia|P||1375500|0|1|0
Saint-Gaudens|Double Eagle|1922|Arabic Numerals, No Motto|San Francisco|S||2658000|0|1|0
Saint-Gaudens|Double Eagle|1923|Arabic Numerals, No Motto|Philadelphia|P||566000|0|1|0
Saint-Gaudens|Double Eagle|1923|Arabic Numerals, No Motto|Denver|D||1702250|0|1|0
Saint-Gaudens|Double Eagle|1924|Arabic Numerals, No Motto|San Francisco|S||2927500|0|1|0
Saint-Gaudens|Double Eagle|1924|Arabic Numerals, No Motto|Philadelphia|P||4323250|0|1|0
Saint-Gaudens|Double Eagle|1924|Arabic Numerals, No Motto|Denver|D||3049500|0|1|0
Saint-Gaudens|Double Eagle|1925|Arabic Numerals, No Motto|Philadelphia|P||2831750|0|1|0
Saint-Gaudens|Double Eagle|1925|Arabic Numerals, No Motto|Denver|D||2938500|0|1|0
Saint-Gaudens|Double Eagle|1925|Arabic Numerals, No Motto|San Francisco|S||3776500|0|1|0
Saint-Gaudens|Double Eagle|1926|Arabic Numerals, No Motto|Philadelphia|P||816750|0|1|0
Saint-Gaudens|Double Eagle|1926|Arabic Numerals, No Motto|Denver|D||481000|0|1|0
Saint-Gaudens|Double Eagle|1926|Arabic Numerals, No Motto|San Francisco|S||2041500|0|1|0
Saint-Gaudens|Double Eagle|1927|Arabic Numerals, No Motto|Denver|D||180000|0|1|0
Saint-Gaudens|Double Eagle|1927|Arabic Numerals, No Motto|San Francisco|S||3107000|0|1|0
Saint-Gaudens|Double Eagle|1927|Arabic Numerals, No Motto|Philadelphia|P||2946750|0|1|0
Saint-Gaudens|Double Eagle|1928|Arabic Numerals, No Motto|Philadelphia|P||8816000|0|1|0
Saint-Gaudens|Double Eagle|1929|Arabic Numerals, No Motto|Philadelphia|P||1779750|0|1|0
Saint-Gaudens|Double Eagle|1930|Arabic Numerals, No Motto|San Francisco|S||74000|0|1|0
Saint-Gaudens|Double Eagle|1931|Arabic Numerals, No Motto|Philadelphia|P||2938250|0|1|0
Saint-Gaudens|Double Eagle|1931|Arabic Numerals, No Motto|Denver|D||106500|0|1|0
Saint-Gaudens|Double Eagle|1932|Arabic Numerals, No Motto|Philadelphia|P||1101750|0|1|0
Saint-Gaudens|Double Eagle|1933|Arabic Numerals, No Motto|Philadelphia|P||445500|0|1|0
Capped Bust To Right|Eagle|1795|Small Eagle Reverse|Philadelphia|P||5583|0|1|0
Capped Bust To Right|Eagle|1796|Small Eagle Reverse|Philadelphia|P||4146|0|1|0
Capped Bust To Right|Eagle|1797|Small Eagle Reverse|Philadelphia|P|Small Eagle|3615|0|1|0
Capped Bust To Right|Eagle|1797|Heraldic Eagle Reverse|Philadelphia|P|Large Eagle|10940|0|1|0
Capped Bust To Right|Eagle|1798|Heraldic Eagle Reverse|Philadelphia|P|8 Over 7 - 9 Stars Left - 4 Rt|900|0|1|0
Capped Bust To Right|Eagle|1798|Heraldic Eagle Reverse|Philadelphia|P|8 Over 7 - 7 Stars Left - 6 Rt|842|0|1|0
Capped Bust To Right|Eagle|1799|Heraldic Eagle Reverse|Philadelphia|P||37449|0|1|0
Capped Bust To Right|Eagle|1800|Heraldic Eagle Reverse|Philadelphia|P||5999|0|1|0
Capped Bust To Right|Eagle|1801|Heraldic Eagle Reverse|Philadelphia|P||44344|0|1|0
Capped Bust To Right|Eagle|1803|Heraldic Eagle Reverse|Philadelphia|P||15017|0|1|0
Capped Bust To Right|Eagle|1804|Heraldic Eagle Reverse|Philadelphia|P||3757|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1838||Philadelphia|P||7200|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1839||Philadelphia|P|Large Letters|25801|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1839||Philadelphia|P|Small Letters|12447|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1840||Philadelphia|P||47338|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1841||New Orleans|O||2500|0|1|0
